of,fecha,line,sku,marca,envase,tipo_envase,material_precio,node_marca,node_volumen,node_pack,node_envase,node,h_tot,hl,oee,week,week_start
0000546674-1,2025-03-08,14,ED13LCMM,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,14.21,1318.61,0.4687823859525625,2025-03-03/2025-03-09,2025-03-03
0000546676-1,2025-03-08,14,ED13LTMW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,14.823055555555555,1323.69,0.45100537825834375,2025-03-03/2025-03-09,2025-03-03
PRT9900015618-M,2025-03-24,14,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,1.6666666666666667,27.73,0.08446455505279034,2025-03-24/2025-03-30,2025-03-24
0000556426-1,2025-03-25,14,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,16.176666666666666,844.51,0.26388244392884763,2025-03-24/2025-03-30,2025-03-24
0000556428-1,2025-03-26,14,VO13LTMN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,3.3938888888888887,247.19,0.3683002786428454,2025-03-24/2025-03-30,2025-03-24
PRT9900015622-M,2025-03-27,14,VO13LTNN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,16.208055555555557,1367.86,0.42630144500248546,2025-03-24/2025-03-30,2025-03-24
0000556427-1,2025-03-29,14,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,61.4125,7465.68,0.6139869186440985,2025-03-24/2025-03-30,2025-03-24
PRT9900015628-M,2025-03-29,14,ED13LTCW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,3.866111111111111,294.49,0.3846817071418307,2025-03-24/2025-03-30,2025-03-24
0000560403-1,2025-04-02,14,3BVMLLB0,Molen,KR6BNML5,LATA 1/3 SR.,"BEER MOLEN 4,8ºNA 33CL L B24SH P",Molen,1/3,P24,KR6BNML5,Molen|1/3|P24|KR6BNML5,40.352222222222224,3299.01,0.4129285419248245,2025-03-31/2025-04-06,2025-03-31
0000562988-1,2025-04-02,14,ECN13L6U,"DAURA 0,0",KR06400,LATA 1/3 SR.,DAURA N.A. 1/3 LATA C-4PACK C.6U CRAFTED,"DAURA 0,0",1/3,PACK,KR06400,"DAURA 0,0|1/3|PACK|KR06400",10.4275,436.89,0.21159327632595434,2025-03-31/2025-04-06,2025-03-31
0000562990-1,2025-04-02,14,FD136IN,FREE DAMM,KR00032,LATA 1/3 SR.,FREE DAMM 1/3 LATA LC,FREE DAMM,1/3,UNI,KR00032,FREE DAMM|1/3|UNI|KR00032,7.351388888888889,412.25,0.2832042320045343,2025-03-31/2025-04-06,2025-03-31
0000562989-1,2025-04-03,14,EX13LTP6,ESTRELLA DAMM,KR02335,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 LATA1/3 C-4 P6UPHT",ESTRELLA DAMM,1/3,P6,KR02335,ESTRELLA DAMM|1/3|P6|KR02335,6.752777777777778,411.95,0.3081639371245165,2025-03-31/2025-04-06,2025-03-31
0000563524-1,2025-04-03,14,VO13L6M1,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00525,VOLL DAMM|1/3|P6|KR00525,10.152777777777779,707.52,0.3519562243502052,2025-03-31/2025-04-06,2025-03-31
0000563546-1,2025-04-03,14,SK1312MN,SKOL,KR80115,LATA 1/3 SR.,SKOL 1/3 LATA RETRACTIL 12U.,SKOL,1/3,RETR,KR80115,SKOL|1/3|RETR|KR80115,4.258333333333334,200.12,0.23731245923026742,2025-03-31/2025-04-06,2025-03-31
0000564714-1,2025-04-03,14,SK13L12,SKOL,KR80115,LATA 1/3 SR.,SKOL 1/3 LATA RETRACTIL 12U.,SKOL,1/3,RETR,KR80115,SKOL|1/3|RETR|KR80115,2.2375,152.71,0.34463066418373683,2025-03-31/2025-04-06,2025-03-31
0000562913-1,2025-04-04,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,22.219722222222224,1441.04,0.32753684789538823,2025-03-31/2025-04-06,2025-03-31
0000566285-1,2025-04-09,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,25.119444444444444,1970.38,0.3961803021254948,2025-04-07/2025-04-13,2025-04-07
0000566286-1,2025-04-10,14,VO13LTMN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,3.1975,339.32,0.5359221614108244,2025-04-07/2025-04-13,2025-04-07
0000566287-1,2025-04-10,14,VO13LTP6,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00525,VOLL DAMM|1/3|P6|KR00525,9.828333333333333,810.03,0.41641689758525136,2025-04-07/2025-04-13,2025-04-07
0000567678-1,2025-04-12,14,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,46.71333333333333,5067.16,0.5478710751665081,2025-04-07/2025-04-13,2025-04-07
0000566708-1,2025-04-17,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,71.83361111111111,7549.04,0.5350759214860729,2025-04-14/2025-04-20,2025-04-14
0000571228-1,2025-04-19,14,ED13LCMM,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,4.296666666666667,435.81,0.5122187742435996,2025-04-14/2025-04-20,2025-04-14
0000571229-1,2025-04-19,14,VO13LTMN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,5.671388888888889,383.17,0.3411862663466719,2025-04-14/2025-04-20,2025-04-14
0000571260-1,2025-04-19,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,39.21388888888889,3896.25,0.5050836339783535,2025-04-14/2025-04-20,2025-04-14
0000571052-1,2025-04-20,14,ED13LTMW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,13.676944444444445,1254.91,0.46395672773857694,2025-04-14/2025-04-20,2025-04-14
0000568521-1,2025-04-22,14,VI13L6AU,VICTORIA,KR81114,LATA 1/3 SR.,VICTORIA 1/3 LATA CJ-4 PACK C.6U AUSP.HT,VICTORIA,1/3,PACK,KR81114,VICTORIA|1/3|PACK|KR81114,5.946944444444444,400.77,0.3734686554923369,2025-04-21/2025-04-27,2025-04-21
0000571033-1,2025-04-22,14,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,53.75888888888889,5769.6,0.54203439224521,2025-04-21/2025-04-27,2025-04-21
0000568037-1,2025-04-23,14,ED13LCMW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,5.183055555555556,434.41,0.5321026746614567,2025-04-21/2025-04-27,2025-04-21
0000568044-1,2025-04-23,14,VO13L6M1,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00525,VOLL DAMM|1/3|P6|KR00525,7.075,0.0,0.48327322472329315,2025-04-21/2025-04-27,2025-04-21
0000568045-1,2025-04-23,14,VO13LTMN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,0.9258333333333333,124.71,0.6801680168016802,2025-04-21/2025-04-27,2025-04-21
0000570376-1,2025-04-24,14,ED13LTCW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,16.986666666666668,2083.96,0.6196036106750392,2025-04-21/2025-04-27,2025-04-21
0000574246-1,2025-04-26,14,ED13LCMM,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,6.866388888888889,617.12,0.45404880417627774,2025-04-21/2025-04-27,2025-04-21
0000574247-1,2025-04-26,14,ED13LCMW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,5.586111111111111,340.66,0.30795624067628047,2025-04-21/2025-04-27,2025-04-21
PRT9900015713-M,2025-04-26,14,ED13LTCW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,36.8375,4655.59,0.6383346153266066,2025-04-21/2025-04-27,2025-04-21
0000570197-1,2025-04-27,14,ED13LTZT,ESTRELLA DAMM,KR00442,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00442,ESTRELLA DAMM|1/3|UNI|KR00442,16.269444444444446,1764.42,0.5477767912027867,2025-04-21/2025-04-27,2025-04-21
0000574080-1,2025-04-29,14,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,48.443333333333335,3651.5,0.47463806970509387,2025-04-28/2025-05-04,2025-04-28
0000570194-1,2025-05-05,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,104.72583333333333,7045.97,0.34572672292583667,2025-05-05/2025-05-11,2025-05-05
0000578113-1,2025-05-08,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,75.1375,8532.59,0.5736439841297426,2025-05-05/2025-05-11,2025-05-05
0000574751-1,2025-05-09,14,ED13LCMW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,7.9816666666666665,805.24,0.5095009396533723,2025-05-05/2025-05-11,2025-05-05
0000574754-1,2025-05-09,14,VO13L6M1,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00525,VOLL DAMM|1/3|P6|KR00525,7.325277777777778,807.54,0.5567479428159722,2025-05-05/2025-05-11,2025-05-05
0000574756-1,2025-05-09,14,VO13LTP6,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00525,VOLL DAMM|1/3|P6|KR00525,4.404722222222222,516.74,0.592482815160497,2025-05-05/2025-05-11,2025-05-05
0000574750-1,2025-05-10,14,ED13LCMM,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,8.072222222222223,487.28,0.3048520302821748,2025-05-05/2025-05-11,2025-05-05
0000576207-1,2025-05-10,14,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,6.0325,650.68,0.5447345397614772,2025-05-05/2025-05-11,2025-05-05
0000576273-1,2025-05-10,14,ED13LTMW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,5.942777777777778,608.23,0.5168738898756661,2025-05-05/2025-05-11,2025-05-05
0000576791-1,2025-05-10,14,SK1312MN,SKOL,KR80115,LATA 1/3 SR.,SKOL 1/3 LATA RETRACTIL 12U.,SKOL,1/3,RETR,KR80115,SKOL|1/3|RETR|KR80115,6.509722222222222,315.5,0.2448875037356444,2025-05-05/2025-05-11,2025-05-05
0000570195-1,2025-05-15,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,104.58888888888889,10588.9,0.5169941432841112,2025-05-12/2025-05-18,2025-05-12
0000578910-1,2025-05-17,14,VO13LTMN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,4.815,319.16,0.3350464861119131,2025-05-12/2025-05-18,2025-05-12
0000584177-1,2025-05-17,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,47.035,4665.88,0.507259028940445,2025-05-12/2025-05-18,2025-05-12
0000578850-1,2025-05-19,14,3BVMLLB0,Molen,KR6BNML5,LATA 1/3 SR.,"BEER MOLEN 4,8ºNA 33CL L B24SH P",Molen,1/3,P24,KR6BNML5,Molen|1/3|P24|KR6BNML5,33.12416666666667,2701.68,0.41195759741022153,2025-05-19/2025-05-25,2025-05-19
0000578854-1,2025-05-19,14,ED13LTMW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,0.008611111111111111,0.0,,2025-05-19/2025-05-25,2025-05-19
0000584424-1,2025-05-19,14,SK13L12,SKOL,KR80116,LATA 1/3 SR.,SKOL 1/3 LATA RETRACTIL 12U.,SKOL,1/3,RETR,KR80116,SKOL|1/3|RETR|KR80116,4.617222222222222,235.27,0.257309589700397,2025-05-19/2025-05-25,2025-05-19
0000584638-1,2025-05-19,14,ED13LCMM,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,1.8280555555555555,86.36,0.23856556754292663,2025-05-19/2025-05-25,2025-05-19
0000584639-1,2025-05-19,14,ED13LCMW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,0.14916666666666667,12.26,0.425287356321839,2025-05-19/2025-05-25,2025-05-19
0000586377-1,2025-05-20,14,VO13L6M1,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00525,VOLL DAMM|1/3|P6|KR00525,5.182777777777778,345.16,0.3364430861615999,2025-05-19/2025-05-25,2025-05-19
PRT9900015818-M,2025-05-20,14,ED13LTMW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,11.783055555555556,1265.55,0.5425223398486313,2025-05-19/2025-05-25,2025-05-19
PRT9900015819-M,2025-05-20,14,ED13LCMW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,7.150277777777778,739.6,0.5225585823650566,2025-05-19/2025-05-25,2025-05-19
PRT9900015821-M,2025-05-20,14,VO13L6M1,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00525,VOLL DAMM|1/3|P6|KR00525,3.9405555555555556,341.91,0.4381784858311011,2025-05-19/2025-05-25,2025-05-19
PRT9900015822-M,2025-05-21,14,VO13LTP6,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00525,VOLL DAMM|1/3|P6|KR00525,5.753611111111111,549.17,0.4820161251388017,2025-05-19/2025-05-25,2025-05-19
PRT9900015823-M,2025-05-21,14,EC13LP6U,DAURA,KR07000,LATA 1/3 SR.,DAURA 1/3 LATA CJ4 PACK C.6U CRAFTED,DAURA,1/3,PACK,KR07000,DAURA|1/3|PACK|KR07000,13.340833333333334,410.33,0.2340612449799197,2025-05-19/2025-05-25,2025-05-19
PRT9900015824-M,2025-05-21,14,DIP13L6U,DAURA IPA,KR06900,LATA 1/3 SR.,DAURA IPA 1/3 LATA CJ4 PACK C.6U CRAFTED,DAURA IPA,1/3,PACK,KR06900,DAURA IPA|1/3|PACK|KR06900,7.615833333333334,411.23,0.27267753583543053,2025-05-19/2025-05-25,2025-05-19
PRT9900015826-M,2025-05-22,14,EX13LTP6,ESTRELLA DAMM,KR02335,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 LATA1/3 C-4 P6UPHT",ESTRELLA DAMM,1/3,P6,KR02335,ESTRELLA DAMM|1/3|P6|KR02335,7.545833333333333,411.32,0.275280692066998,2025-05-19/2025-05-25,2025-05-19
PRT9900015827-M,2025-05-22,14,EX13LUKB,ESTRELLA DAMM,KR02338,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA BANDEJA24",ESTRELLA DAMM,1/3,P24,KR02338,ESTRELLA DAMM|1/3|P24|KR02338,9.093333333333334,824.56,0.4579362170087976,2025-05-19/2025-05-25,2025-05-19
PRT9900015831-M,2025-05-23,14,3BNIGLB0,INNIS & GUNN,KR6BNIG0,LATA 1/3 SR.,"BEER INNIS&GUNN 4,6% 33CL L B24SH P X",INNIS & GUNN,1/3,P24,KR6BNIG0,INNIS & GUNN|1/3|P24|KR6BNIG0,9.090277777777779,1000.51,0.5558747135217723,2025-05-19/2025-05-25,2025-05-19
0000588100-1,2025-05-26,14,EX1324BN,ESTRELLA DAMM,KR02337,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA BAND.24U.",ESTRELLA DAMM,1/3,UNI,KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,0.008611111111111111,0.0,,2025-05-26/2025-06-01,2025-05-26
0000588102-1,2025-05-26,14,SK1312MN,SKOL,KR80116,LATA 1/3 SR.,SKOL 1/3 LATA RETRACTIL 12U.,SKOL,1/3,RETR,KR80116,SKOL|1/3|RETR|KR80116,2.238611111111111,167.43,0.377714356619928,2025-05-26/2025-06-01,2025-05-26
PRT9900015832-M,2025-05-26,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,76.31194444444445,8457.29,0.5597344166339056,2025-05-26/2025-06-01,2025-05-26
PRT9900015853-M,2025-05-26,14,SK1312MN,SKOL,KR80116,LATA 1/3 SR.,SKOL 1/3 LATA RETRACTIL 12U.,SKOL,1/3,RETR,KR80116,SKOL|1/3|RETR|KR80116,1.3525,67.14,0.250564797699733,2025-05-26/2025-06-01,2025-05-26
0000588096-1,2025-05-27,14,DL13LTMN,DAMM LEMON,KR00926,LATA 1/3 SR.,DAMM LEMON 1/3 LATA LC,DAMM LEMON,1/3,UNI,KR00926,DAMM LEMON|1/3|UNI|KR00926,1.2619444444444445,80.46,0.32431233362910383,2025-05-26/2025-06-01,2025-05-26
0000588103-1,2025-05-27,14,VO13LTMN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,2.524722222222222,152.11,0.30421388491583234,2025-05-26/2025-06-01,2025-05-26
PRT9900015854-M,2025-05-27,14,EX1324BN,ESTRELLA DAMM,KR02337,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA BAND.24U.",ESTRELLA DAMM,1/3,UNI,KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,14.2025,941.9,0.334976429395771,2025-05-26/2025-06-01,2025-05-26
PRT9900015855-M,2025-05-27,14,EX13LTBA,ESTRELLA DAMM,KR02338,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA BANDEJA24",ESTRELLA DAMM,1/3,P24,KR02338,ESTRELLA DAMM|1/3|P24|KR02338,6.703055555555555,706.52,0.5323028469603415,2025-05-26/2025-06-01,2025-05-26
PRT9900015858-M,2025-05-27,14,VO13LTMN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,0.006111111111111111,0.0,,2025-05-26/2025-06-01,2025-05-26
PRT9900015859-M,2025-05-27,14,VO13LTMN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,3.9133333333333336,259.93,0.3354628052243044,2025-05-26/2025-06-01,2025-05-26
PRT9900015860-M,2025-05-27,14,DL13LTMN,DAMM LEMON,KR00926,LATA 1/3 SR.,DAMM LEMON 1/3 LATA LC,DAMM LEMON,1/3,UNI,KR00926,DAMM LEMON|1/3|UNI|KR00926,4.684444444444445,95.71,0.10317836812144213,2025-05-26/2025-06-01,2025-05-26
PRT9900015861-M,2025-05-28,14,ED13LTMW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,10.760833333333334,1193.74,0.5602622679986576,2025-05-26/2025-06-01,2025-05-26
PRT9900015862-M,2025-05-28,14,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,0.37583333333333335,43.4,0.5831485587583148,2025-05-26/2025-06-01,2025-05-26
0000588099-1,2025-05-30,14,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,44.56944444444444,5530.09,0.6462637065984497,2025-05-26/2025-06-01,2025-05-26
PRT9900015868-M,2025-05-30,14,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,6.786388888888889,648.79,0.4829675728791353,2025-05-26/2025-06-01,2025-05-26
0000586151-1,2025-05-31,14,ED13LTCW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,9.255,983.31,0.5365868299417732,2025-05-26/2025-06-01,2025-05-26
PRT9900015872-M,2025-05-31,14,ED13LCMW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,1.8055555555555556,118.92,0.33261538461538465,2025-05-26/2025-06-01,2025-05-26
0000589689-1,2025-06-02,14,ED13LCMW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,6.711944444444445,580.53,0.4368248975706659,2025-06-02/2025-06-08,2025-06-02
PRT9900015875-M,2025-06-02,14,ED13LTCW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,49.403055555555554,4352.1,0.44493989046456967,2025-06-02/2025-06-08,2025-06-02
0000589687-1,2025-06-03,14,DL13LMPN,DAMM LEMON,KR00928,LATA 1/3 SR.,DAMM LEMON 1/3 LATA LC,DAMM LEMON,1/3,UNI,KR00928,DAMM LEMON|1/3|UNI|KR00928,4.795277777777778,294.22,0.309853443781498,2025-06-02/2025-06-08,2025-06-02
0000589688-1,2025-06-03,14,ED13LCMM,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,10.208333333333334,1098.01,0.5432108843537414,2025-06-02/2025-06-08,2025-06-02
0000589693-1,2025-06-03,14,VO13LTMN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,3.625,336.46,0.4693110326837502,2025-06-02/2025-06-08,2025-06-02
